molid,smiles,n_pka,datasets,has_exclude,drug_like_pass,filter_reason,mw,logp,hbd,hba,rotb,tpsa,natoms
mol14925,CCC1(c2ccccc2)C(=O)NC(=S)N(C)C1=O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,262.33,1.21,1.0,3.0,2.0,49.41,18.0
mol14926,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,268.74,1.4,1.0,3.0,4.0,41.57,18.0
mol14933,CCN(CC)CC(=O)NC1CCc2ccccc21,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,246.35,2.13,1.0,2.0,5.0,32.34,18.0
mol14977,O=C(N/N=C/c1ccccc1O)c1ccncc1,4,QSARtoolbox|Datawarrior,False,True,pass,241.25,1.55,2.0,4.0,3.0,74.58,18.0
mol14994,CN(C)CCCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,352.44,4.44,1.0,5.0,8.0,71.3,26.0
mol14996,CCOC(=O)c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,356.43,2.06,1.0,7.0,7.0,76.58,26.0
mol15014,CN1CCC(n2nc(-c3ccccc3)c(Cc3ccccc3)c2O)CC1,4,OCHEM|Datawarrior,False,True,pass,347.46,4.11,1.0,3.0,4.0,41.29,26.0
mol15016,O=C(O)[C@H](NCCN[C@@H](C(=O)O)c1ccccc1O)c1ccccc1O,4,Datawarrior,False,True,pass,360.37,1.23,6.0,6.0,9.0,139.12,26.0
mol15022,CCN(CC)Cc1cn2nc(-c3ccccc3)cc(C)c2n1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,294.4,3.55,0.0,3.0,5.0,33.43,22.0
mol15025,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,298.39,2.2,1.0,5.0,5.0,50.28,22.0
mol15030,Clc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,318.81,2.54,1.0,5.0,5.0,50.28,22.0
mol15035,CCN(CC)CC(=O)NC1c2ccccc2-c2ccccc21,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,294.4,3.21,1.0,2.0,5.0,32.34,22.0
mol15039,CC(C=C(c1cccs1)c1cccs1)N1CCCCCCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,331.55,5.9,0.0,3.0,4.0,3.24,22.0
mol15048,O=[N+]([O-])c1cccc2nc3ccccc3c(NCCCO)c12,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,297.31,3.09,2.0,5.0,5.0,88.29,22.0
mol15050,c1nc2c(ccc3c4c(cnc32)CCCC4)c2c1CCCC2,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,288.39,4.54,0.0,2.0,0.0,25.78,22.0
mol15057,Cc1ccc(S(=O)(=O)N(CCNCC(=O)O)CC(=O)O)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,330.36,-0.26,3.0,5.0,9.0,124.01,22.0
mol15058,Cc1ccc(S(=O)(=O)NCCN(CC(=O)O)CC(=O)O)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,330.36,-0.26,3.0,5.0,9.0,124.01,22.0
mol15059,C/C(=C\C=C\C(C)C(=O)O)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,4,Datawarrior,False,True,pass,311.33,0.97,4.0,4.0,7.0,123.93,22.0
mol15063,c1ccc(-c2ccc3ncc(CN4CCOCC4)n3n2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,294.36,2.23,0.0,4.0,3.0,42.66,22.0
mol15064,c1ccc(-c2ccc3nc(CN4CCOCC4)cn3n2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,294.36,2.23,0.0,4.0,3.0,42.66,22.0
mol15077,Cc1cnc2ccc(C)c([N+](=O)[O-])c2c1NCCCN(C)C,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,302.38,3.12,1.0,5.0,6.0,71.3,22.0
mol15081,CC(C)N(CCC(c1ccccc1)c1ccccn1)C(C)C,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,296.46,4.72,0.0,2.0,7.0,16.13,22.0
mol15082,Cc1ccccc1C(=NCCCN(C)C)c1ccccc1C,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,294.44,4.09,0.0,2.0,6.0,15.6,22.0
mol15083,Cc1cccc(C)c1C(=NCCCN(C)C)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,294.44,4.09,0.0,2.0,6.0,15.6,22.0
mol15084,Cc1ccc(Cl)cc1C(=NCCCN(C)C)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,314.86,4.44,0.0,2.0,6.0,15.6,22.0
mol15085,Cc1cccc(Cl)c1C(=NCCCN(C)C)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,314.86,4.44,0.0,2.0,6.0,15.6,22.0
mol15086,Cc1ccccc1C(=NCCCN(C)C)c1ccccc1Cl,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,314.86,4.44,0.0,2.0,6.0,15.6,22.0
mol15091,CCc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1O,4,OCHEM|Datawarrior,False,True,pass,306.41,2.18,2.0,4.0,6.0,61.8,22.0
mol15092,CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,4,OCHEM|Datawarrior,False,True,pass,347.24,2.92,2.0,4.0,5.0,61.8,22.0
mol15093,CCN1CCCC1CNC(=O)c1c(O)c(Br)cc(Br)c1OC,4,OCHEM|Datawarrior,False,True,pass,436.14,3.14,2.0,4.0,5.0,61.8,22.0
mol15094,O=C(Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(O)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,304.21,2.43,1.0,7.0,4.0,132.81,22.0
mol15103,Cc1ccccc1C(=NCCCN(C)C)c1ccccc1N,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,295.43,3.37,1.0,3.0,6.0,41.62,22.0
mol15127,C=CCNCCCCCCCCCCC(=O)O,4,OCHEM|Datawarrior,False,True,pass,241.37,3.36,2.0,2.0,13.0,49.33,17.0
mol15131,c1cnc2c(c1)ccc1c3c(cnc12)CCC3,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,220.27,3.27,0.0,2.0,0.0,25.78,17.0
mol15136,OC(CBr)(Oc1ccccc1)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,293.16,3.31,1.0,2.0,4.0,29.46,17.0
mol15137,Cc1ccc(C(=O)Oc2ccccc2)c(O)c1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,228.25,2.92,1.0,3.0,2.0,46.53,17.0
mol15139,Cc1cccc(O)c1C(=O)Oc1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,228.25,2.92,1.0,3.0,2.0,46.53,17.0
mol15153,O=C(CN1CCOCC1)NCc1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,234.3,0.64,1.0,3.0,4.0,41.57,17.0
mol15159,O=C(CN1CCCCC1)NCc1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,232.33,1.79,1.0,2.0,4.0,32.34,17.0
mol15162,OCCNC1CCN(Cc2ccccc2)CC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,234.34,1.23,2.0,3.0,5.0,35.5,17.0
mol15190,Cc1cc(Nc2ccc(O)cc2)cc(C)c1O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,229.28,3.46,3.0,3.0,2.0,52.49,17.0
mol15199,Oc1c(Cl)c(Cl)cc(Cl)c1CN1CCOCC1,4,OCHEM|Datawarrior,False,True,pass,296.58,3.18,1.0,3.0,2.0,32.7,17.0
mol152,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,4,OCHEM|Settimo|Baltruschat_chembl_pka,False,True,pass,327.47,3.37,2.0,3.0,2.0,43.7,24.0
mol15206,CC(O)C(=O)C1=Nc2c(O)nc(N)nc2NC1,4,OCHEM|Datawarrior,False,True,pass,237.22,-0.79,4.0,8.0,2.0,133.72,17.0
mol15211,OCCN(CCO)Cc1nc2ccccc2[nH]1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,235.29,0.35,3.0,4.0,6.0,72.38,17.0
mol15222,CCCc1c(C)[nH]n(C2CCN(C)CC2)c1=O,4,OCHEM|Datawarrior,False,True,pass,237.35,1.7,1.0,2.0,3.0,41.03,17.0
mol15243,CCN(CC)CC(=O)Nc1ccc(C)cc1C,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,234.34,2.58,1.0,2.0,5.0,32.34,17.0
mol15258,Cc1cccc(CCCCCCCC(=O)O)n1,4,OCHEM|Datawarrior,False,True,pass,235.33,3.36,1.0,2.0,8.0,50.19,17.0
mol15261,NC(=O)C(CCCCC(=O)O)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,235.28,1.9,2.0,2.0,7.0,80.39,17.0
mol15266,N[C@@H](CCCCN1C(=O)C[C@H](N)C1=O)C(=O)O,4,QSARtoolbox|Datawarrior,False,True,pass,243.26,-1.35,3.0,5.0,6.0,126.72,17.0
mol15282,CN1CCCN(C)c2cccc3cccc1c23,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,226.32,3.12,0.0,2.0,0.0,6.48,17.0
mol15313,CCOC(=O)COc1ccc(Cc2ccc(O)c(CN)c2)c(Cl)c1Cl,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,384.26,3.69,2.0,5.0,7.0,81.78,25.0
mol15314,CCOC(=O)COc1ccc(Oc2ccc(O)c(CN)c2)c(Cl)c1Cl,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,386.23,3.89,2.0,6.0,7.0,91.01,25.0
mol15318,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(CCC#N)CC[C@@]341,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,338.41,1.78,1.0,5.0,3.0,65.72,25.0
mol15329,CN(C)CCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,338.41,4.05,1.0,5.0,7.0,71.3,25.0
mol15332,FC(F)(F)c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,352.36,2.91,1.0,5.0,5.0,50.28,25.0
mol15333,Cc1ccccc1C(=NCCCN(C)C)c1ccc2ccccc2c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,330.48,4.94,0.0,2.0,6.0,15.6,25.0
mol15334,Cc1ccccc1C(=NCCCN(C)C)c1cccc2ccccc12,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,330.48,4.94,0.0,2.0,6.0,15.6,25.0
mol15356,O=c1oc2cc(O)ccc2cc1-c1nc2ccccc2o1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,279.25,3.31,1.0,5.0,1.0,76.47,21.0
mol15378,Cc1ccccc1C(=NCCCN(C)C)c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,280.41,3.78,0.0,2.0,6.0,15.6,21.0
mol15379,Cc1ccccc1C(=NCCN(C)C)c1ccccc1C,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,280.42,3.7,0.0,2.0,5.0,15.6,21.0
mol15386,CN(C)c1cccc2c(S(=O)(=O)NCC(=O)O)cccc12,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,308.36,1.27,2.0,4.0,5.0,86.71,21.0
mol15392,COc1c(Cl)cc(Cl)c(O)c1C(=O)NC1CCN(C)CC1,4,OCHEM|Datawarrior,False,True,pass,333.22,2.53,2.0,4.0,3.0,61.8,21.0
mol15393,Cc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1C,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,304.37,2.0,2.0,4.0,3.0,89.26,21.0
mol15394,CCN1CCCC1CNC(=O)c1c(OC)ccc(Cl)c1O,4,OCHEM|Datawarrior,False,True,pass,312.8,2.27,2.0,4.0,5.0,61.8,21.0
mol15397,Cc1cc(Cc2cc(C)c(O)c(C)c2)c(O)c([N+](=O)[O-])c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,287.32,3.52,2.0,4.0,3.0,83.6,21.0
mol15412,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,4,QSARtoolbox|Datawarrior|ibond_AttenGpKa,False,True,pass,285.34,1.63,1.0,4.0,0.0,49.77,21.0
mol15416,O=C(O)CN(CCNS(=O)(=O)c1ccccc1)CC(=O)O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,316.34,-0.56,3.0,5.0,9.0,124.01,21.0
mol15417,NNC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,340.09,1.87,2.0,2.0,1.0,55.12,21.0
mol15426,c1ccc(-c2ccc(NCCN3CCOCC3)nn2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,284.36,1.89,1.0,5.0,5.0,50.28,21.0
mol15444,CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,281.31,4.12,1.0,4.0,4.0,68.06,21.0
mol15445,CCc1c(-c2ccccc2)nn(C2CCN(C)CC2)c1O,4,OCHEM|Datawarrior,False,True,pass,285.39,3.08,1.0,3.0,3.0,41.29,21.0
mol15447,O=[N+]([O-])c1cccc2nc3ccccc3c(NCCO)c12,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,283.29,2.7,2.0,5.0,4.0,88.29,21.0
mol15454,Cc1cc(C(CC(=O)O)c2ccccc2)ccc1O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,256.3,3.31,2.0,2.0,4.0,57.53,19.0
mol15469,CCOC(=O)c1cnc2ccc([N+](=O)[O-])cc2c1O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,262.22,2.03,1.0,6.0,3.0,102.56,19.0
mol15470,CCOC(=O)c1cnc2c([N+](=O)[O-])cccc2c1O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,262.22,2.03,1.0,6.0,3.0,102.56,19.0
mol15476,CN/C=N/c1cccc(-c2csc(N=C(N)N)n2)c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,274.35,1.59,3.0,4.0,4.0,101.68,19.0
mol15477,Cc1ccc(O)cc1Cc1cc([N+](=O)[O-])ccc1O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,259.26,2.91,2.0,4.0,3.0,83.6,19.0
mol15480,CCC(=O)O[C@@]1(c2ccccc2)CCN(C)C[C@H]1C,4,QSARtoolbox|Datawarrior|ibond_AttenGpKa,False,True,pass,261.36,2.81,0.0,3.0,3.0,29.54,19.0
mol15483,Cc1cc(Nc2ccc(O)cc2)c(C(C)C)cc1O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,257.33,4.27,3.0,3.0,3.0,52.49,19.0
mol15485,Cc1cc(O)c(C(C)C)cc1Nc1ccc(O)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,257.33,4.27,3.0,3.0,3.0,52.49,19.0
mol15494,COc1ccc(S(=O)(=O)NCc2ccccc2)cc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,277.35,2.17,1.0,3.0,5.0,55.4,19.0
mol15497,CC(=O)c1cc(F)cc(NC(=O)c2nnn[nH]2)c1O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,265.2,0.5,3.0,6.0,3.0,120.86,19.0
mol15498,CC(=O)c1cc(F)cc(C(=O)Nc2nnn[nH]2)c1O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,265.2,0.5,3.0,6.0,3.0,120.86,19.0
mol15501,O=C(O)CN(CC(=O)O)Cc1nc2ccccc2[nH]1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,263.25,0.53,3.0,4.0,6.0,106.52,19.0
mol15506,CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,297.36,1.9,2.0,5.0,4.0,88.16,19.0
mol15511,NC(=O)CC[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,4,QSARtoolbox|Datawarrior,False,True,pass,275.26,-1.99,5.0,5.0,9.0,172.81,19.0
mol15517,CN1CCCC1c1cncc2[nH]c3ccccc3c12,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,251.33,3.48,1.0,2.0,1.0,31.92,19.0
mol15525,COc1cc([S+](C)[O-])ccc1-c1nc2[nH]ncc2[nH]1,4,OCHEM|Datawarrior,False,True,pass,276.32,1.7,2.0,4.0,3.0,89.65,19.0
mol15540,Nc1ccc(-c2ncc(-c3ccc(Cl)cc3)o2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,270.72,4.24,1.0,3.0,2.0,52.05,19.0
mol15541,Nc1ccc(-c2ncc(-c3ccc(Br)cc3)o2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,315.17,4.35,1.0,3.0,2.0,52.05,19.0
mol15562,COc1ccc(-c2nc3cnccc3[nH]2)c(OC)c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,255.28,2.64,1.0,4.0,3.0,60.03,19.0
mol15563,COc1ccc(-c2nc3ncccc3[nH]2)c(OC)c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,255.28,2.64,1.0,4.0,3.0,60.03,19.0
mol15564,COc1ccc(-c2cn3cccnc3n2)c(OC)c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,255.28,2.41,0.0,4.0,3.0,48.65,19.0
mol15565,COc1cccc(OC)c1-c1nc2cnccc2[nH]1,4,OCHEM|Datawarrior,False,True,pass,255.28,2.64,1.0,4.0,3.0,60.03,19.0
mol15567,CNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,253.26,3.34,1.0,4.0,2.0,68.06,19.0
mol15569,CC(=C(S)CCO)N(C=O)Cc1cnc(C)nc1N,4,OCHEM|Datawarrior,False,True,pass,282.37,0.87,3.0,6.0,6.0,92.34,19.0
mol15571,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,4,QSARtoolbox|Datawarrior,False,True,pass,268.32,-0.1,4.0,4.0,7.0,121.1,19.0
mol15572,CN(C)C(=O)n1nc(C(C)(C)C)nc1SCC(=O)O,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,286.36,1.28,1.0,5.0,3.0,88.32,19.0
mol15576,NNC(=O)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,306.08,1.17,2.0,3.0,2.0,64.35,19.0
mol1558,COc1cccc(CN(C)C)c1,4,Hunt|IUPAC_digitized|OCHEM|ibond_AttenGpKa,False,True,pass,165.24,1.76,0.0,2.0,3.0,12.47,12.0
mol15585,Cc1cc(S(=O)(=O)N(CCO)CCO)cc(C)c1O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,289.35,-0.02,3.0,5.0,6.0,98.07,19.0
mol15586,CCOC(=O)COc1ccc(S(=O)(=O)c2ccc(O)c(CN)c2)c(Cl)c1Cl,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,434.3,2.93,2.0,7.0,7.0,115.92,27.0
mol15587,CCCNC(=O)C(Cc1c[nH]cn1)NC(=O)c1cccc(CNCCN)n1,4,OCHEM|Datawarrior,False,True,pass,373.46,-0.28,5.0,6.0,11.0,137.82,27.0
mol15589,c1ccc(-c2cc(-c3ccccc3)c(NCCN3CCOCC3)nn2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,360.46,3.55,1.0,5.0,6.0,50.28,27.0
mol15600,Cc1ccccc1C(=NCCCN(C)C)c1ccccc1-c1ccccc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,356.51,5.45,0.0,2.0,7.0,15.6,27.0
mol15608,Cc1ccccc1C(=NCCCCN(C)C)c1ccccc1C,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,308.47,4.48,0.0,2.0,7.0,15.6,23.0
mol15609,CCN(CC)CCN=C(c1ccccc1C)c1ccccc1C,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,308.47,4.48,0.0,2.0,7.0,15.6,23.0
mol15613,CCc1cc(Cl)c(O)c(C(=O)NCC2CCCN2CC)c1OC,4,OCHEM|Datawarrior,False,True,pass,340.85,2.83,2.0,4.0,6.0,61.8,23.0
mol15614,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC)c1O,4,OCHEM|Datawarrior,False,True,pass,340.85,2.83,2.0,4.0,6.0,61.8,23.0
mol15624,CCN1CCCC1CNC(=O)c1c(OC)ccc([N+](=O)[O-])c1O,4,OCHEM|Datawarrior,False,True,pass,323.35,1.52,2.0,6.0,6.0,104.94,23.0
mol15630,Cc1cc(-c2ccccc2)nn2c(CN3CCOCC3)cnc12,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,308.38,2.54,0.0,4.0,3.0,42.66,23.0
mol15631,Cc1cc(-c2ccccc2)nn2cc(CN3CCOCC3)nc12,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,308.39,2.54,0.0,4.0,3.0,42.66,23.0
mol15644,OCc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,314.39,1.38,2.0,6.0,6.0,70.51,23.0
mol15645,O=Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,312.37,1.7,1.0,6.0,6.0,67.35,23.0
mol15646,CNCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,310.36,3.32,2.0,5.0,6.0,80.09,23.0
mol15647,CN(C)CCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,4,QSARtoolbox|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,310.36,3.27,1.0,5.0,5.0,71.3,23.0
mol15648,CCc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,312.42,2.45,1.0,5.0,6.0,50.28,23.0
mol15653,c1ccc2c(c1)CNCCCNCc1ccccc1OCCO2,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,312.41,2.73,2.0,4.0,0.0,42.52,23.0
mol15666,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,309.37,1.76,1.0,6.0,5.0,74.07,23.0
mol15674,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,4,QSARtoolbox|Datawarrior|ibond_AttenGpKa,False,True,pass,311.38,1.75,2.0,4.0,2.0,52.93,23.0
mol15694,Cc1cc(C)n(Cc2cc(C)n(C)n2)n1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,204.28,1.59,0.0,2.0,2.0,35.64,15.0
mol15700,Cc1cc(O)nc(-n2nc(C)cc2O)n1,4,OCHEM|Datawarrior,False,True,pass,206.21,0.69,2.0,5.0,1.0,84.06,15.0
mol15737,CN(C)c1ccc(N2CCOCC2)cc1,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,206.29,1.59,0.0,3.0,2.0,15.71,15.0
mol15745,O=C1CC(Sc2ccc([N+](=O)[O-])cc2)N1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,224.24,1.53,1.0,4.0,3.0,72.24,15.0
mol15757,O=C(O)CCCc1c[nH]c2ccccc12,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,203.24,2.58,2.0,1.0,4.0,53.09,15.0
mol15758,Oc1ccc(Nc2ccc(O)cc2)cc1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,201.23,2.84,3.0,3.0,2.0,52.49,15.0
mol15780,OCCC[n+]1cc(Br)c2ccccc2c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,267.15,2.27,1.0,1.0,3.0,24.11,15.0
mol15789,NC(Cc1n[nH]c2ccccc12)C(=O)O,4,OCHEM|Datawarrior,False,True,pass,205.22,0.52,3.0,3.0,3.0,92.0,15.0
mol15794,Oc1ccc(/N=N/c2ccncc2)cc1,4,Datawarrior|ibond_AttenGpKa,False,True,pass,199.21,3.2,1.0,4.0,2.0,57.84,15.0
mol15801,Oc1ccc2cc3ccccc3cc2c1,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,194.23,3.7,1.0,1.0,0.0,20.23,15.0
mol15802,Oc1cccc2cc3ccccc3cc12,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,194.23,3.7,1.0,1.0,0.0,20.23,15.0
mol1594,COC(=O)c1ccnc(N)c1,4,Hunt|IUPAC_digitized|OCHEM,False,True,pass,152.15,0.45,1.0,4.0,1.0,65.21,11.0
mol15941,CCC(P)C(=O)O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,120.09,0.72,1.0,1.0,2.0,37.3,7.0
mol1595,Cc1cc([N+](=O)[O-])cnc1N,4,Hunt|IUPAC_digitized|QSARtoolbox|OCHEM,False,True,pass,153.14,0.88,1.0,4.0,1.0,82.05,11.0
mol15951,CC(O)=CC(=O)O,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,102.09,0.53,2.0,2.0,1.0,57.53,7.0
mol15952,CCN(CC)NC,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,102.18,0.46,1.0,2.0,3.0,15.27,7.0
mol15954,CCN(C)N(C)C,4,QSARtoolbox|OCHEM|Datawarrior|ibond_AttenGpKa,False,True,pass,102.18,0.41,0.0,2.0,2.0,6.48,7.0
mol1596,Cc1cnc(N)c([N+](=O)[O-])c1,4,Hunt|IUPAC_digitized|QSARtoolbox|OCHEM,False,True,pass,153.14,0.88,1.0,4.0,1.0,82.05,11.0
mol15962,CC(C#[N+][O-])=NO,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,100.08,0.67,1.0,3.0,0.0,60.01,7.0
mol15983,CCOC(C)=NO,4,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,103.12,0.83,1.0,3.0,1.0,41.82,7.0
