molid,smiles,n_pka,datasets,has_exclude,drug_like_pass,filter_reason,mw,logp,hbd,hba,rotb,tpsa,natoms
mol19703,C=CCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)cc([N+](=O)[O-])c1O,1,Baltruschat_chembl_pka,False,True,pass,366.42,4.0,1.0,5.0,6.0,94.08,27.0
mol19704,CCc1nc2c(C)cc(C)nc2n1Cc1cc(Br)c(O)c(Br)c1,1,Baltruschat_chembl_pka,False,True,pass,439.15,4.89,1.0,3.0,3.0,50.94,23.0
mol19705,CCc1nc2c(C)cc(C)nc2n1Cc1cc(I)c(O)c(C(=O)OC)c1,1,Baltruschat_chembl_pka,False,True,pass,465.29,3.76,1.0,5.0,4.0,77.24,26.0
mol19706,CCc1nc2c(C)cc(C)nc2n1Cc1cc(I)c(O)c(I)c1,1,Baltruschat_chembl_pka,False,True,pass,533.15,4.57,1.0,3.0,3.0,50.94,23.0
mol19707,CCc1nc2c(C)cc(C)nc2n1Cc1cc(I)c(O)c([N+](=O)[O-])c1,1,Baltruschat_chembl_pka,False,True,pass,452.25,3.88,1.0,5.0,4.0,94.08,25.0
mol19708,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,1,Baltruschat_chembl_pka,False,True,pass,471.44,3.2,4.0,5.0,4.0,108.14,34.0
mol19709,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNC2)CNC3=O)ccn1)c1ccc2ccccc2c1,1,Baltruschat_chembl_pka,False,True,pass,437.5,3.46,4.0,4.0,3.0,98.91,33.0
mol1971,O=C(c1ccc(-c2nn[nH]n2)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1,Hunt,False,True,pass,501.42,4.32,1.0,6.0,5.0,87.24,34.0
mol19710,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCCNC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,1,Baltruschat_chembl_pka,False,True,pass,485.47,3.59,4.0,5.0,4.0,108.14,35.0
mol19711,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCCNC2)CNC3=O)ccn1)c1ccc2ccccc2c1,1,Baltruschat_chembl_pka,False,True,pass,451.53,3.85,4.0,4.0,3.0,98.91,34.0
mol19712,CN1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)[nH]c12,1,Baltruschat_chembl_pka,False,True,pass,499.49,3.93,3.0,5.0,4.0,99.35,36.0
mol19713,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNCC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,1,Baltruschat_chembl_pka,False,True,pass,485.47,3.59,4.0,5.0,4.0,108.14,35.0
mol19714,CN1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(NC(=O)c4ccc5ccccc5c4)c3)[nH]c12,1,Baltruschat_chembl_pka,False,True,pass,465.56,4.19,3.0,4.0,3.0,90.12,35.0
mol19715,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNCC2)CNC3=O)ccn1)c1ccc2ccccc2c1,1,Baltruschat_chembl_pka,False,True,pass,451.53,3.85,4.0,4.0,3.0,98.91,34.0
mol19720,COc1c(OCC(O)CN)cc2oc3cc(OCC(O)CN)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,1,Baltruschat_chembl_pka,False,True,pass,556.66,3.07,5.0,10.0,13.0,170.63,40.0
mol19725,COc1ccc(C(CCC(N)C(F)(F)F)(c2ccccc2)c2ccc(C)cc2)cc1,1,Baltruschat_chembl_pka,False,True,pass,413.48,6.01,1.0,2.0,7.0,35.25,30.0
mol19726,COc1ccc(C(CC(F)(F)CN)(c2ccccc2)c2ccc(C)cc2)cc1,1,Baltruschat_chembl_pka,False,True,pass,381.47,5.32,1.0,2.0,7.0,35.25,28.0
mol19727,COc1ccc(C(CC(F)CN)(c2ccccc2)c2ccc(C)cc2)cc1,1,Baltruschat_chembl_pka,False,True,pass,363.48,5.02,1.0,2.0,7.0,35.25,27.0
mol19728,COc1ccc(C(CCCN)(c2ccccc2)c2ccccc2)cc1,1,Baltruschat_chembl_pka,False,True,pass,331.46,4.77,1.0,2.0,7.0,35.25,25.0
mol19730,C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cnn(C)c3)C[C@@H]12,1,Baltruschat_chembl_pka,False,True,pass,378.45,3.12,1.0,5.0,2.0,65.43,26.0
mol19731,Cc1cc([C@H]2C[C@H]3[C@@H](C)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1,1,Baltruschat_chembl_pka,False,True,pass,379.43,3.68,1.0,6.0,2.0,73.64,26.0
mol19732,Cc1coc([C@H]2C[C@H]3[C@@H](C)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,1,Baltruschat_chembl_pka,False,True,pass,379.43,3.68,1.0,6.0,2.0,73.64,26.0
mol19733,Cc1coc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,1,Baltruschat_chembl_pka,False,True,pass,397.42,3.63,1.0,6.0,3.0,73.64,27.0
mol19734,Cc1cc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1,1,Baltruschat_chembl_pka,False,True,pass,397.42,3.63,1.0,6.0,3.0,73.64,27.0
mol19735,Cn1cc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1,1,Baltruschat_chembl_pka,False,True,pass,396.44,3.07,1.0,5.0,3.0,65.43,27.0
mol19736,NCC(F)(F)CCC(N)C(=O)O,1,Baltruschat_chembl_pka,False,True,pass,182.17,-0.23,3.0,3.0,5.0,89.34,12.0
mol19737,CC(C)(CN)CCC(N)C(=O)O,1,Baltruschat_chembl_pka,False,True,pass,174.24,0.16,3.0,3.0,5.0,89.34,12.0
mol19738,CC(C1CC[C@H]2[C@@H]3[C@@H](O)CC4C[C@H](O)CCC4(C)[C@H]3CCC12C)[C@H]1C[C@H]1C(=O)O,1,Baltruschat_chembl_pka,False,True,pass,404.59,4.33,3.0,3.0,3.0,77.76,29.0
mol19739,C[C@H]([C@@H]1C[C@@H]1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,Baltruschat_chembl_pka,False,True,pass,404.59,4.33,3.0,3.0,3.0,77.76,29.0
mol19740,C[C@H]([C@H]1C[C@H]1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,Baltruschat_chembl_pka,False,True,pass,404.59,4.33,3.0,3.0,3.0,77.76,29.0
mol19741,CC(C1CC[C@H]2[C@@H]3[C@@H](O)CC4C[C@H](O)CCC4(C)[C@H]3CCC12C)[C@@H]1C[C@@H]1C(=O)O,1,Baltruschat_chembl_pka,False,True,pass,404.59,4.33,3.0,3.0,3.0,77.76,29.0
mol19742,N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3ccncn3)ccc21,1,Baltruschat_chembl_pka,False,True,pass,461.43,3.7,1.0,7.0,4.0,108.21,32.0
mol19743,N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3ncns3)ccc21,1,Baltruschat_chembl_pka,False,True,pass,467.45,3.76,1.0,8.0,4.0,108.21,31.0
mol19744,N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,1,Baltruschat_chembl_pka,False,True,pass,466.47,4.36,1.0,7.0,4.0,95.32,31.0
mol19745,O=C1Cn2c(cc3ccccc32)C(=O)N1O,1,Baltruschat_chembl_pka,False,True,pass,216.2,1.01,1.0,3.0,0.0,62.54,16.0
mol19746,COc1ccc2c(c1)cc1n2CC(=O)N(O)C1=O,1,Baltruschat_chembl_pka,False,True,pass,246.22,1.02,1.0,4.0,1.0,71.77,18.0
mol19747,O=C1Cn2c(cc3cc(F)ccc32)C(=O)N1O,1,Baltruschat_chembl_pka,False,True,pass,234.19,1.15,1.0,3.0,0.0,62.54,17.0
mol19748,O=C1Cn2c(cc3cc(Cl)ccc32)C(=O)N1O,1,Baltruschat_chembl_pka,False,True,pass,250.64,1.67,1.0,3.0,0.0,62.54,17.0
mol19749,O=C1Cn2c(cc3cc(O)ccc32)C(=O)N1O,1,Baltruschat_chembl_pka,False,True,pass,232.19,0.72,2.0,4.0,0.0,82.77,17.0
mol19750,O=C1Cn2c(cc3ccccc32)C(=O)N1,1,Baltruschat_chembl_pka,False,True,pass,200.2,0.91,1.0,2.0,0.0,51.1,15.0
mol19751,O=C(O)C(=O)CC(=O)c1ccccc1,1,Baltruschat_chembl_pka,False,True,pass,192.17,0.91,1.0,3.0,4.0,71.44,14.0
mol19752,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(S(C)(=O)=O)c2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,469.49,2.85,1.0,5.0,6.0,111.26,33.0
mol19753,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(Cl)c2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,425.85,4.1,1.0,3.0,5.0,77.12,30.0
mol19754,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(F)c2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,409.39,3.58,1.0,3.0,5.0,77.12,30.0
mol19755,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(Cl)c2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,442.3,4.61,1.0,3.0,5.0,77.12,30.0
mol19756,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(F)c2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,425.85,4.1,1.0,3.0,5.0,77.12,30.0
mol19757,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cccc(Br)c2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,452.31,4.07,1.0,3.0,5.0,77.12,29.0
mol19758,COc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,403.44,3.31,1.0,4.0,6.0,86.35,30.0
mol19759,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,451.5,2.71,1.0,5.0,6.0,111.26,32.0
mol19760,Cc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,387.44,3.61,1.0,3.0,5.0,77.12,29.0
mol19761,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)ccc2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,391.4,3.45,1.0,3.0,5.0,77.12,29.0
mol19762,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)ccc2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,407.86,3.96,1.0,3.0,5.0,77.12,29.0
mol19763,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Br)ccc2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,452.31,4.07,1.0,3.0,5.0,77.12,29.0
mol19764,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2ccccc2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,373.41,3.31,1.0,3.0,5.0,77.12,28.0
mol19765,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)cc(F)c2n1CC(=O)O,1,Baltruschat_chembl_pka,False,True,pass,469.49,2.85,1.0,5.0,6.0,111.26,33.0
mol19766,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCNCC1,1,Baltruschat_chembl_pka,False,True,pass,427.5,3.36,2.0,3.0,4.0,55.81,31.0
mol19769,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(CC(F)F)CC1,1,Baltruschat_chembl_pka,False,True,pass,491.53,4.33,1.0,3.0,6.0,47.02,35.0
mol19770,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(C2CC2)CC1,1,Baltruschat_chembl_pka,False,True,pass,467.56,4.23,1.0,3.0,5.0,47.02,34.0
mol19771,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(CCF)CC1,1,Baltruschat_chembl_pka,False,True,pass,473.54,4.04,1.0,3.0,6.0,47.02,34.0
mol19772,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(CC2CC2)CC1,1,Baltruschat_chembl_pka,False,True,pass,481.59,4.48,1.0,3.0,6.0,47.02,35.0
mol19773,CN1CCC(N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)CC1,1,Baltruschat_chembl_pka,False,True,pass,441.52,3.7,1.0,3.0,4.0,47.02,32.0
mol19774,CN(CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1)CC1CC1,1,Baltruschat_chembl_pka,False,True,pass,444.41,5.96,0.0,3.0,12.0,29.54,28.0
mol19775,CN(CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1)C1CC1,1,Baltruschat_chembl_pka,False,True,pass,430.39,5.71,0.0,3.0,11.0,29.54,27.0
mol19776,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1,1,Baltruschat_chembl_pka,False,True,pass,430.39,5.74,0.0,3.0,12.0,29.54,27.0
mol19777,CN(CCCO)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1,1,Baltruschat_chembl_pka,False,True,pass,448.4,4.93,1.0,4.0,13.0,49.77,28.0
mol19778,O=C(Nc1cccnc1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,1,Baltruschat_chembl_pka,False,True,pass,422.92,4.88,1.0,4.0,5.0,57.7,30.0
mol19779,O=C(Nc1cnccc1Cl)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,1,Baltruschat_chembl_pka,False,True,pass,457.36,5.53,1.0,4.0,5.0,57.7,31.0
mol1978,NC1=Nc2cccc3cccc(c23)N1,1,Hunt,False,True,pass,183.21,2.21,2.0,3.0,0.0,50.41,14.0
mol19780,N#Cc1ccncc1NC(=O)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,1,Baltruschat_chembl_pka,False,True,pass,447.93,4.75,1.0,5.0,5.0,81.49,32.0
mol19781,O=C(Nc1cnccn1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,1,Baltruschat_chembl_pka,False,True,pass,423.9,4.27,1.0,5.0,5.0,70.59,30.0
mol19782,O=C(Nc1ccon1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,1,Baltruschat_chembl_pka,False,True,pass,412.88,4.47,1.0,5.0,5.0,70.84,29.0
mol19783,O=C(Nc1cc[nH]n1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,1,Baltruschat_chembl_pka,False,True,pass,411.89,4.21,2.0,4.0,5.0,73.49,29.0
mol19784,O=C(Nc1noc2ccccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,1,Baltruschat_chembl_pka,False,True,pass,462.94,5.62,1.0,5.0,5.0,70.84,33.0
mol19799,CCOc1c(Cl)cc(N2CCCCC2)cc1NC(=O)c1cc(C)c(OCCN)c(C)c1,1,Baltruschat_chembl_pka,False,True,pass,445.99,4.94,2.0,5.0,8.0,76.82,31.0
mol1980,c1ccc(CSc2nc3ccccc3o2)nc1,1,Hunt,False,True,pass,242.3,3.52,0.0,4.0,3.0,38.92,17.0
mol1981,NC1=N[C@H](c2ccco2)Nc2ccccc21,1,Hunt,False,True,pass,213.24,2.11,2.0,4.0,1.0,63.55,16.0
mol1982,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,1,Hunt,False,True,pass,461.54,1.1,2.0,7.0,5.0,122.45,32.0
mol19820,CCS(=O)(=O)N1C[C@H](C(=O)Nc2ccc(Cl)cn2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,1,Baltruschat_chembl_pka,False,True,pass,548.0,2.5,2.0,6.0,7.0,130.47,37.0
mol19821,O=C(Nc1ccc(Cl)cn1)[C@H]1CN(CC(F)F)C[C@@H]1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,1,Baltruschat_chembl_pka,False,True,pass,519.91,3.42,2.0,5.0,7.0,96.33,36.0
mol19822,CC(C)N1C[C@H](C(=O)Nc2ccc(Cl)cn2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,1,Baltruschat_chembl_pka,False,True,pass,497.96,3.56,2.0,5.0,6.0,96.33,35.0
mol19823,COC(=O)N1C[C@H](C(=O)Nc2ccc(Cl)cn2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,1,Baltruschat_chembl_pka,False,True,pass,513.91,2.92,2.0,6.0,5.0,122.63,36.0
mol19824,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)CC2)nc1C,1,Baltruschat_chembl_pka,False,True,pass,484.58,2.61,1.0,8.0,7.0,129.46,34.0
mol19825,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,1,Baltruschat_chembl_pka,False,True,pass,470.55,2.3,1.0,8.0,7.0,129.46,33.0
mol19826,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)C2)nc1C,1,Baltruschat_chembl_pka,False,True,pass,456.52,1.83,1.0,8.0,7.0,129.46,32.0
mol19827,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccccc3)C2)nc1C,1,Baltruschat_chembl_pka,False,True,pass,442.5,1.52,1.0,8.0,7.0,129.46,31.0
mol19832,CC(=O)Nc1cc(-c2cccc(N3CCOCC3)n2)nc(-n2nc(C)cc2C)n1,1,Baltruschat_chembl_pka,False,True,pass,393.45,2.14,1.0,7.0,4.0,98.06,29.0
mol19833,COC1CN(c2cccc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)n2)C1,1,Baltruschat_chembl_pka,False,True,pass,393.45,2.13,1.0,7.0,5.0,98.06,29.0
mol19834,CC(=O)Nc1cc(-c2cncc(O)c2)nc(-n2nc(C)cc2C)n1,1,Baltruschat_chembl_pka,False,True,pass,324.34,2.01,2.0,6.0,3.0,105.82,24.0
mol19835,CCC(=O)Nc1cc(-c2cncc(OC)c2)nc(-n2nc(C)cc2C)n1,1,Baltruschat_chembl_pka,False,True,pass,352.4,2.7,1.0,6.0,5.0,94.82,26.0
mol19836,COc1cncc(-c2cc(NC(=O)CN3CCOCC3)nc(-n3nc(C)cc3C)n2)c1,1,Baltruschat_chembl_pka,False,True,pass,423.48,1.62,1.0,8.0,6.0,107.29,31.0
mol19837,CC(=O)Nc1cc(-c2cccc(N3CCN(C)CC3)n2)nc(-n2nc(C)cc2C)n1,1,Baltruschat_chembl_pka,False,True,pass,406.49,2.05,1.0,7.0,4.0,92.07,30.0
mol19840,CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc(O)cc1,1,Baltruschat_chembl_pka,False,True,pass,326.36,2.9,2.0,6.0,4.0,89.27,24.0
mol1985,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCNCC2)c1Cl,1,Hunt,False,True,pass,388.94,3.09,2.0,4.0,4.0,57.26,27.0
mol19852,Cc1cc(C(=O)Nc2ccc(N3CC[C@H](N4CCC[C@@H]4C)C3)cc2C)n[nH]1,1,Baltruschat_chembl_pka,False,True,pass,367.5,3.34,2.0,4.0,4.0,64.26,27.0
mol19853,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1c(C)noc1C,1,Baltruschat_chembl_pka,False,True,pass,382.51,3.92,1.0,5.0,4.0,61.61,28.0
mol19854,Cc1nc(C(=O)Nc2ccc(N3CC[C@H](N4CCC[C@@H]4C)C3)cc2C)co1,1,Baltruschat_chembl_pka,False,True,pass,368.48,3.61,1.0,5.0,4.0,61.61,27.0
mol19855,Cc1cc(C(=O)Nc2ccc(N3CC[C@H](N4CCC[C@@H]4C)C3)cc2C)on1,1,Baltruschat_chembl_pka,False,True,pass,368.48,3.61,1.0,5.0,4.0,61.61,27.0
mol19856,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(C)n(C)n1,1,Baltruschat_chembl_pka,False,True,pass,381.52,3.35,1.0,4.0,4.0,53.4,28.0
mol19857,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1ccco1,1,Baltruschat_chembl_pka,False,True,pass,353.47,3.9,1.0,4.0,4.0,48.72,26.0
mol19858,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1ccoc1,1,Baltruschat_chembl_pka,False,True,pass,353.47,3.9,1.0,4.0,4.0,48.72,26.0
mol19859,Cc1cccc(C(=O)Nc2ccc(N3CC[C@H](N4CCC[C@@H]4C)C3)cc2C)n1,1,Baltruschat_chembl_pka,False,True,pass,378.52,4.01,1.0,4.0,4.0,48.47,28.0
mol1986,Cc1ccnc(N)c1N,1,Hunt,False,True,pass,123.16,0.55,2.0,3.0,0.0,64.93,9.0
mol19860,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(F)ccc1C,1,Baltruschat_chembl_pka,False,True,pass,395.52,4.76,1.0,3.0,4.0,35.58,29.0
mol19861,Cc1nc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NS(=O)(=O)c1ccc(F)c(F)c1,1,Baltruschat_chembl_pka,False,True,pass,436.53,3.53,1.0,5.0,5.0,65.54,30.0
mol19862,Cc1nc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cccc2ccccc12,1,Baltruschat_chembl_pka,False,True,pass,414.55,4.86,1.0,4.0,4.0,48.47,31.0
mol19863,Cc1nc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)Cc1ccccc1,1,Baltruschat_chembl_pka,False,True,pass,378.52,3.63,1.0,4.0,5.0,48.47,28.0
mol19864,Cc1nc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1ccccc1,1,Baltruschat_chembl_pka,False,True,pass,364.49,3.71,1.0,4.0,4.0,48.47,27.0
mol19865,COc1ccc(CCNCC(O)COc2ccc(-c3nccn3C)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,411.5,2.68,2.0,6.0,11.0,77.77,30.0
mol19866,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C(N)=O)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,440.5,1.76,4.0,7.0,12.0,131.72,32.0
mol19867,OC(CNCCc1ccncc1)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,1,Baltruschat_chembl_pka,False,True,pass,420.54,3.77,3.0,6.0,10.0,83.06,30.0
mol19868,COc1ccc(CCNC[C@H](O)COc2ccc(Cc3nc(C(C)=O)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,453.54,2.79,3.0,7.0,13.0,105.7,33.0
mol19869,CC(C)NCC(O)COc1ccc(-c2ncc[nH]2)cc1,1,Baltruschat_chembl_pka,False,True,pass,275.35,1.81,3.0,4.0,7.0,70.17,20.0
mol19870,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C(C)(C)C)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,453.58,3.96,3.0,6.0,11.0,88.63,33.0
mol19871,COCCc1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1,1,Baltruschat_chembl_pka,False,True,pass,455.56,2.85,3.0,7.0,14.0,97.86,33.0
mol19872,COc1ccc(CCNCC(O)COc2ccc(-c3nc(-c4cccs4)c[nH]3)cc2C)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,493.63,4.7,3.0,7.0,12.0,88.63,35.0
mol19873,COc1ccc(CCNCC(O)COc2ccc(OCc3ncc[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,427.5,2.58,3.0,7.0,13.0,97.86,31.0
mol19874,COc1ccc(CCNCC(O)COc2ccc(-c3nc(Br)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,476.37,3.43,3.0,6.0,11.0,88.63,30.0
mol19875,COc1ccc(CCNCC(O)COc2ccc(-c3nc(-c4cccs4)c[nH]3)cc2Cl)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,514.05,5.05,3.0,7.0,12.0,88.63,35.0
mol19876,COc1ccc(CCNCC(O)COc2ccc(CCc3nc(-c4cccs4)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,507.66,4.51,3.0,7.0,14.0,88.63,36.0
mol19877,COc1ccc(CCNCC(O)COc2ccc(COCc3ncc[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,441.53,2.72,3.0,7.0,14.0,97.86,32.0
mol19878,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c[nH]3)cc2OC)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,441.53,2.98,3.0,7.0,12.0,97.86,32.0
mol19879,CC(C)NCC(O)COc1ccc(-c2nc(C(C)C)c[nH]2)cc1,1,Baltruschat_chembl_pka,False,True,pass,317.43,2.94,3.0,4.0,8.0,70.17,23.0
mol1988,COC(=O)CCc1ccc(OC[C@H](O)CNC(C)C)cc1,1,Hunt,False,True,pass,295.38,1.53,2.0,5.0,9.0,67.79,21.0
mol19880,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C(C)=O)c(C)[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,453.54,3.18,3.0,7.0,12.0,105.7,33.0
mol19881,COc1ccc(CCNC[C@H](O)COc2ccc(-c3nc(C(C)(C)C)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,453.58,3.96,3.0,6.0,11.0,88.63,33.0
mol19882,CC(C)NCC(O)COc1ccc(Cc2nc(Br)c[nH]2)cc1,1,Baltruschat_chembl_pka,False,True,pass,368.27,2.5,3.0,4.0,8.0,70.17,22.0
mol19883,COc1ccc(CCNC[C@H](O)COc2ccc(-c3nc(C(C)=O)c[nH]3)cc2)cc1OC,1,Baltruschat_chembl_pka,False,True,pass,439.51,2.87,3.0,7.0,12.0,105.7,32.0
mol19884,CCOC(=O)c1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1,1,Baltruschat_chembl_pka,False,True,pass,469.54,2.84,3.0,8.0,13.0,114.93,34.0
mol19885,CCCNCC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,1,Baltruschat_chembl_pka,False,True,pass,357.48,3.54,3.0,5.0,9.0,70.17,25.0
